,OPC_9,OPC_8,OPC_7,OPC_6,OPC_5,OPC_4,OPC_3,OPC_2,OPC_11,OPC_10,OPC_1,OLqNSCI_6,OLqNSCI_5,OLqNSCI_4,OLqNSCI_3,OLqNSCI_2,OLqNSCI_1,OLqNSCII_9,OLqNSCII_8,OLqNSCII_7,OLqNSCII_6,OLqNSCII_5,OLqNSCII_4,OLqNSCII_3,OLqNSCII_2,OLqNSCII_12,OLqNSCII_11,OLqNSCII_10,OLqNSCII_1,OLpNSC_4,OLpNSC_3,OLpNSC_2,OLpNSC_1,OLaNSC_9,OLaNSC_8,OLaNSC_7,OLaNSC_6,OLaNSC_5,OLaNSC_4,OLaNSC_3,OLaNSC_2,OLaNSC_13,OLaNSC_12,OLaNSC_11,OLaNSC_10,OLaNSC_1,OLTAP_9,OLTAP_8,OLTAP_7,OLTAP_6,OLTAP_5,OLTAP_4,OLTAP_3,OLTAP_2,OLTAP_11,OLTAP_10,OLTAP_1,NB_99,NB_98,NB_97,NB_96,NB_95,NB_94,NB_93,NB_92,NB_91,NB_90,NB_9,NB_89,NB_88,NB_87,NB_86,NB_85,NB_84,NB_83,NB_82,NB_81,NB_80,NB_8,NB_79,NB_78,NB_77,NB_76,NB_75,NB_74,NB_73,NB_72,NB_71,NB_70,NB_7,NB_69,NB_68,NB_67,NB_66,NB_65,NB_64,NB_63,NB_62,NB_61,NB_60,NB_6,NB_59,NB_58,NB_57,NB_56,NB_55,NB_54,NB_53,NB_52,NB_51,NB_50,NB_5,NB_49,NB_48,NB_47,NB_46,NB_45,NB_44,NB_43,NB_42,NB_41,NB_40,NB_4,NB_39,NB_38,NB_37,NB_36,NB_35,NB_34,NB_33,NB_32,NB_31,NB_30,NB_3,NB_29,NB_28,NB_27,NB_26,NB_25,NB_24,NB_23,NB_22,NB_21,NB_20,NB_2,NB_19,NB_18,NB_17,NB_16,NB_15,NB_14,NB_13,NB_12,NB_11,NB_102,NB_101,NB_100,NB_10,NB_1,MOL_9,MOL_8,MOL_75,MOL_74,MOL_73,MOL_72,MOL_71,MOL_70,MOL_7,MOL_69,MOL_68,MOL_67,MOL_66,MOL_65,MOL_64,MOL_63,MOL_62,MOL_61,MOL_60,MOL_6,MOL_59,MOL_58,MOL_57,MOL_56,MOL_55,MOL_54,MOL_53,MOL_52,MOL_51,MOL_50,MOL_5,MOL_49,MOL_48,MOL_47,MOL_46,MOL_45,MOL_44,MOL_43,MOL_42,MOL_41,MOL_40,MOL_4,MOL_39,MOL_38,MOL_37,MOL_36,MOL_35,MOL_34,MOL_33,MOL_32,MOL_31,MOL_30,MOL_3,MOL_29,MOL_28,MOL_27,MOL_26,MOL_25,MOL_24,MOL_23,MOL_22,MOL_21,MOL_20,MOL_2,MOL_19,MOL_18,MOL_17,MOL_16,MOL_15,MOL_14,MOL_13,MOL_12,MOL_11,MOL_10,MOL_1
Fabp7,2.3052,1.80381,2.22086,0.1,11.1769,0.1,4.20624,1.10196,0.1,1.14853,1.00905,1.06896,1.97909,1.17661,3.54872,1.22094,2.11414,0.1,3.89772,0.992845,0.1,1.6172,0.1,0.1,2.05032,3.64307,3.44079,0.1,1.82656,0.1,5.79324,1.38207,0.829197,4.64841,5.92952,3.29209,16.2736,4.77039,9.69857,3.38358,0.1,1.78425,2.86404,4.92798,1.54766,36.2103,1.37462,9.57542,1.32233,1.84894,1.05755,1.59308,0.972757,0.750309,0.1,5.18533,2.8869,0.1,0.1,0.1,1.99274,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.703926,1.40568,0.1,0.1,4.5358,0.1,0.1,1.18707,0.1,0.1,1.92567,1.3464,0.1,1.67908,0.1,0.1,0.1,0.1,0.1,0.1,1.93034,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3.10255,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.82765,0.1,1.52138,0.1,0.1,0.1,0.1,2.28364,0.1,0.1,2.24724,1.40136,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.1096,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.672589,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.55212,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.58047,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.889946
Fars2,0.1,0.1,0.1,0.1,0.931872,0.1,0.1,0.1,0.1,2.20118,0.1,0.1,0.1,0.1,1.24506,0.1,0.1,0.1,1.35592,0.1,0.1,1.6172,0.1,0.1,0.1,1.27639,0.1,0.1,0.1,1.42188,7.706,0.1,1.56126,0.1,0.1,0.893321,0.1,0.1,0.1,0.1,0.1,0.518582,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.680691,0.1,0.1,0.535523,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.63191,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.18707,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.12031,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.953783,0.1,0.693492,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.07502,0.1,0.1,0.1,0.1,0.1,0.502078,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.00945,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.0411,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.707151,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.849906,0.1,0.1,0.1,0.1
Fbxo2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.04172,0.1,0.1,0.1,1.22094,0.1,1.9767,0.1,0.992845,0.1,0.1,1.06453,0.1,3.03125,1.27639,0.1,3.71757,1.82656,2.74894,0.1,9.18171,5.26535,0.742103,0.1,2.48934,0.1,0.1,1.49095,0.1,0.1,0.1,0.440744,0.1,0.822411,0.591279,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.05388,0.1,0.1,0.881533,0.1,0.1,0.502078,0.1,0.1,2.38261,1.1096,1.24296,0.1,0.1,0.633906,0.1,0.671103,0.1,1.10575,0.1,0.672589,0.791008,0.1,0.1,1.25327,0.1,0.1,0.1,0.1,2.43966,0.1,0.600246,0.1,1.40861,0.1,0.1,0.1,2.46577,1.63266,0.849151,1.0411,0.1,0.1,0.1,0.1,0.1,1.20858,0.1,2.10767,0.707151,0.1,1.70375,1.17766,0.1,0.1,0.1,0.1,0.1,1.19299,1.26057,0.1,0.1,2.15077,0.1,0.1,0.1,0.1,0.1,0.1,0.788683,0.1
Fos,13.282,0.1,10.8747,0.930496,0.931872,0.1,0.914795,0.1,17.2392,38.2757,1.00905,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.06453,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,11.4608,0.1,37.7903,0.1,10.7028,0.1,1.26071,0.1,2.16476,30.0278,6.7058,0.1,2.66443,14.4894,1.9371,3.61873,8.48907,3.10396,2.29486,1.73544,6.25864,0.1,7.85192,3.03231,6.16696,0.1,1.99274,0.1,0.1,1.56786,0.1,0.1,1.02533,0.1,0.1,0.1,1.7635,0.1,0.1,1.74804,0.1,0.1,0.1,2.90135,0.1,2.24862,0.1,0.1,0.1,2.16297,0.1,1.8586,0.1,0.1,0.1,0.1,3.89553,1.88574,0.1,0.1,7.71817,0.1,0.1,0.1,1.99985,0.1,1.20242,1.04529,0.1,0.1,0.1,0.1,1.92567,0.1,1.41992,0.1,0.1,0.1,0.1,1.98242,0.1,0.1,4.70304,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.76815,1.97691,1.49718,0.1,0.1,0.1,4.99615,0.1,0.1,0.1,2.45887,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3.908,1.81092,0.1,0.1,0.1,1.67303,2.89097,0.1,0.1,0.1,0.1,0.1,7.61672,0.1,1.59551,0.1,1.00489,1.43204,10.7525,0.1,0.1,1.3295,0.1,0.957776,0.1,0.502078,0.1,4.99209,2.38261,15.6753,7.02584,5.53909,0.1,0.1,0.1,1.24445,0.709742,0.1,0.1,0.1,1.48473,10.9219,2.22196,0.1,2.62697,0.1,2.03475,0.1,0.1,0.1,0.1,5.79212,0.1,0.1,1.37965,1.75786,8.46267,0.1,0.1,0.1,0.1,0.1,0.1,1.07289,0.1,0.1,8.95839,0.1,0.1,0.1,3.3138,0.1,13.4546,2.33359,0.1,0.1,0.1,1.19299,0.1,0.1,25.2526,0.1,0.1,3.03717,5.42507,0.849906,1.3631,1.26276,0.1,0.1
Foxo1,0.1,0.1,0.1,0.930496,1.76701,0.1,0.1,0.1,0.1,3.25799,0.1,2.04172,0.1,0.1,0.1,1.22094,0.1,1.9767,1.35592,0.992845,1.58533,1.6172,2.03285,0.1,0.1,1.27639,0.1,0.1,0.673261,5.41883,19.3444,5.25868,2.29621,0.1,1.66465,0.1,0.968257,0.870747,3.37142,0.91606,0.1,0.518582,0.1,1.69664,0.822411,5.61282,0.1,1.64798,0.1,0.1,0.577836,0.1,0.1,0.1,0.1,0.8179,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.00586,0.918582,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.12946,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.36925,0.1,1.7459,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.89548,0.1,2.00027,0.1,2.8412,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.69009,0.1,0.1,0.1,0.1,0.1,1.00489,1.43204,0.1,0.1,1.14084,0.1,0.881533,2.68347,0.1,0.905735,0.1,1.31582,0.1,0.1,1.24296,0.1,2.36194,0.1,0.1,0.671103,0.1,0.1,1.37828,0.1,0.791008,0.1,0.1,0.675506,1.36101,1.32945,0.1,0.1,1.26753,1.92248,0.600246,0.1,0.1,1.55212,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.18399,0.1,0.1,0.1,0.1,1.85775,0.1,0.1,0.1,0.1,1.17766,0.1,1.2146,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.60276,0.1,0.1,0.1,0.1
Gjb6,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,5.97146,3.86557,8.83323,5.87067,5.74908,6.19045,0.1,1.35592,2.79982,1.58533,0.1,3.98098,0.1,3.03125,7.2284,0.1,3.71757,1.82656,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.84629,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.06548,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.58047,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Gpr17,3.42096,14.12,3.28756,2.6013,1.76701,23.5488,16.1543,4.13158,10.3013,7.5274,5.60844,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.17766,0.1,0.1,0.1,0.1,0.1,1.19299,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Gria2,5.67951,4.38484,7.59694,5.98292,2.60545,4.24978,8.39512,6.17143,5.17042,10.7747,1.92167,8.96025,0.1,5.52569,3.54872,9.19279,10.3325,1.9767,9.10564,5.56523,26.1771,3.14036,14.98,0.1,10.0083,18.2484,5.12106,7.37829,5.34196,0.1,3.88803,1.38207,0.1,0.1,0.1,0.1,6.2504,0.870747,1.95826,0.1,1.26071,0.1,0.1,0.1,3.74066,0.591279,0.523204,1.64798,0.1,3.02645,2.02267,0.1,2.73908,2.06643,0.1,0.1,0.49343,0.1,1.30386,1.85094,0.1,3.27078,1.0627,3.04732,1.27384,1.39487,1.95429,4.2466,2.96443,1.74038,4.28346,2.71675,2.57436,0.1,4.17457,0.1,2.58877,1.49793,0.1,0.1,1.5237,0.1,6.97327,1.12946,2.44154,5.39659,0.1,1.74388,1.63191,3.20137,0.1,1.88574,3.58933,0.1,0.1,1.42269,3.75953,4.03248,1.99985,3.32214,0.1,2.94704,2.4507,3.37405,1.61532,9.64715,0.1,1.3464,5.41096,0.1,8.37865,3.809,1.65471,7.67429,10.404,5.20385,3.77514,1.26774,2.14463,0.989152,4.61852,3.56432,6.49651,0.937007,0.1,1.42688,1.76815,5.75291,4.30807,0.1,5.66932,1.68406,0.1,4.91791,0.1,1.44562,1.27712,1.44669,0.1,2.13563,1.55386,2.69659,2.89548,0.1,0.1,3.53537,1.46791,2.48803,0.1,2.4642,3.82865,3.32721,1.40136,4.32777,0.893488,0.1,1.96811,0.1,5.38643,0.1,0.1,0.1,0.1,0.1,1.14084,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.38261,0.1,0.1,0.1,0.1,0.633906,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.25327,1.36101,0.1,0.1,0.1,0.1,1.92248,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,4.55891,1.20858,0.1,0.1,0.1,0.1,0.1,2.25955,0.1,0.1,0.1,0.1,0.1,0.1,1.26057,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.3631,0.1,0.1,0.1
Grm3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.06896,1.97909,3.34256,1.24506,0.1,0.1,3.86078,5.1839,2.79982,10.6215,7.74608,1.06453,1.6146,5.00479,1.27639,1.76712,8.6083,4.75017,0.1,0.1,1.38207,0.1,0.1,0.1,0.1,0.968257,0.1,0.1,0.1,0.1,0.1,0.440744,0.896754,0.1,3.07694,0.1,0.872473,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,4.87735,1.00489,1.43204,1.41321,1.07502,1.14084,1.3295,0.1,0.957776,1.10212,2.12631,2.35496,1.31582,1.23907,1.1096,1.24296,1.90591,1.79311,0.633906,2.58719,0.671103,1.32188,0.1,2.0212,1.24743,2.18119,1.50572,2.22196,1.25327,0.1,1.32945,0.1,0.1,3.6164,1.92248,0.1,0.1,2.72237,3.00996,0.1,1.75786,0.1,0.1,2.35631,3.88669,1.75661,0.791938,0.1,0.1,4.55891,0.1,0.1,0.1,0.707151,1.60778,0.1,7.73371,3.02666,0.1,0.1,0.1,0.1,1.19299,1.26057,1.67992,0.1,2.15077,0.1,2.05426,0.1,2.35858,0.1,0.1,0.788683,0.889946
Hdgf,2.3052,0.1,1.15835,0.930496,8.56897,0.923434,0.1,0.1,5.17042,0.1,1.00905,3.01832,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.992845,0.1,1.6172,0.1,3.13516,1.07325,0.1,0.1,1.30112,0.1,2.74894,0.1,0.1,3.77486,5.97146,10.336,0.1,3.59361,3.98426,2.42744,1.73533,2.42597,3.92756,4.27968,1.69664,3.00676,1.57964,6.62886,12.0171,10.1581,6.01179,2.99548,8.80338,1.85241,8.62022,5.77333,11.1752,4.92594,4.01748,3.7258,0.1,7.71581,1.68228,3.9736,3.79146,0.1,0.1,8.56129,7.6238,10.7722,4.22533,6.83373,2.71675,2.57436,1.74804,5.54351,15.5354,6.35891,0.1,2.13438,1.1722,0.1,1.36654,4.20767,5.28808,4.80159,0.1,3.12145,5.05107,3.16984,1.12973,3.89553,5.47834,1.84124,5.09977,5.15865,8.11494,4.37798,2.71649,1.99985,9.84324,7.90911,1.99429,1.27305,4.47403,0.1,6.43954,9.30067,11.4973,5.41096,4.85589,2.83779,11.3154,7.93512,0.1,4.48106,8.3152,1.93034,3.61702,1.12031,5.48788,8.05472,1.82876,5.20707,3.46787,6.72261,2.75897,1.76815,0.1,2.89986,10.2493,0.1,1.68406,7.98087,0.1,5.82866,5.51438,1.27712,6.88679,5.53072,4.18736,0.1,0.962133,1.495,1.52138,5.82326,5.27356,2.8412,4.30406,7.4812,6.46753,1.95698,9.89804,4.01946,2.20556,1.69009,2.45364,3.84356,0.1,0.1,1.6862,0.1,0.1,2.73159,1.07502,0.1,6.29622,0.1,1.81892,4.13221,0.905735,0.1,2.53642,0.1,2.12316,0.1,1.90591,1.22652,0.1,1.34116,1.24445,0.1,2.11544,0.1,0.672589,2.88041,0.1,0.1,1.25327,2.62697,1.32945,1.06548,2.89393,1.26753,1.92248,1.10246,3.88728,0.1,0.1,2.66433,1.75786,0.1,0.1,0.1,1.0411,2.87197,0.1,0.1,1.07289,0.1,1.20858,0.1,2.10767,2.54299,0.1,1.70375,0.1,1.56046,0.1,1.36295,1.42435,0.1,1.19299,0.1,1.67992,1.98895,0.1,0.1,2.05426,0.1,0.849906,2.63116,1.26276,1.48007,1.683
Hes6,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.14853,1.00905,0.1,0.1,0.1,0.1,1.22094,0.1,0.1,0.1,0.545547,0.1,1.6172,0.1,0.1,0.1,1.27639,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.742103,1.14105,7.35421,3.59361,1.64452,1.49095,8.408,1.26071,4.36142,3.9236,0.1,5.21728,1.57964,11.6804,3.2082,1.9371,0.680691,4.46938,3.10396,0.535523,1.73544,4.32926,3.71793,6.16952,0.1,1.30386,0.1,0.1,0.1,1.0627,0.1,0.1,1.39487,1.95429,0.1,1.05106,0.918582,0.930117,0.1,0.1,0.1,0.1,0.1,0.1,1.49793,0.1,3.32928,1.5237,0.1,1.46385,1.12946,0.1,0.1,1.60776,0.1,1.63191,0.1,1.99405,0.1,0.1,2.59004,1.35721,0.1,0.1,0.1,0.1,0.1,3.42029,1.04529,0.1,0.1,0.1,0.1,0.1,3.85395,0.1,1.67908,0.1,0.1,3.21553,0.1,0.1,1.11275,0.1,0.1,1.12031,0.989152,0.1,0.1,1.36925,4.31819,1.7459,0.1,0.1,0.1,0.1,1.09692,0.1,3.28065,0.1,2.49947,0.1,0.1,1.27712,0.1,1.17761,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.46791,0.693492,1.5529,0.1,1.02667,0.1,0.1,1.15072,0.1,0.1,0.1,0.1,0.84629,0.1,0.1,0.1,1.41321,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.737887,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.28057,1.63266,0.1,1.0411,0.1,0.1,3.96699,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.63116,0.1,0.1,0.1
Hmgcs2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.1051,0.1,0.1,0.1,0.1,0.1,0.1,1.6146,0.1,0.1,0.1,0.1,0.1,4.08125,1.9903,2.66918,1.56126,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.591279,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.8179,0.1,0.1,1.30386,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.97691,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.953783,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.957776,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.737887,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.58047,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Hmgn2,0.648053,0.950232,0.1,1.76426,5.14078,0.923434,0.1,1.10196,0.1,3.25799,0.1,3.99879,0.1,1.17661,0.1,3.47606,0.1,0.1,0.1,0.992845,0.1,0.1,0.1,3.13516,0.1,1.27639,0.1,1.30112,1.82656,0.1,11.5544,0.1,1.56126,8.65,14.3154,9.83115,7.14311,0.870747,7.71537,6.7197,16.7784,16.7951,11.3374,8.21145,11.2448,3.07694,12.1515,42.988,50.7221,66.1691,21.9782,33.2819,33.8645,33.557,51.2908,60.674,24.9147,28.9137,35.7281,23.4149,45.625,21.1691,59.5931,46.3001,19.456,34.0968,46.9278,34.8462,39.1452,30.8478,29.3703,30.0791,43.6379,22.0447,37.1191,24.8939,21.9041,17.2475,44.1688,9.90434,19.0575,34.7569,19.6975,32.8843,37.3114,16.1808,38.0224,21.9893,33.6009,22.6189,13.5167,41.0976,10.6512,54.0393,7.71817,27.5905,33.6302,21.6301,21.4189,33.5185,38.9717,27.0188,25.753,10.0402,9.28218,22.7395,40.0251,48.362,12.1695,39.816,39.0054,26.6955,20.8019,27.1489,17.9429,23.3509,29.1874,35.9707,20.2037,30.4354,43.5827,14.1234,14.3427,56.1244,10.0734,29.1171,5.12415,9.55888,24.6295,57.9345,9.41901,31.6282,18.1974,16.0439,37.5771,26.6134,33.6207,33.9712,50.7289,19.0224,17.9335,35.4943,15.7538,48.5935,7.7461,11.4687,31.505,38.2932,42.161,36.0407,18.3586,35.4376,48.982,38.3552,9.00401,30.937,55.3868,18.0692,3.861,0.1,4.6603,2.76932,4.05516,1.07502,2.18576,5.04716,5.63608,3.55144,2.10817,1.71784,0.1,3.76183,3.53066,2.12316,1.24296,3.71892,2.93304,2.24828,0.1,2.97813,2.55342,2.11544,6.59408,4.156,2.88041,5.06903,5.43644,0.675506,1.36101,2.56374,2.03475,1.95896,2.43966,1.92248,1.60665,3.88728,5.36547,1.55212,1.37965,8.45497,6.04958,4.7161,0.849151,1.0411,2.31319,0.1,1.38394,2.0496,0.1,0.1,8.95839,4.13122,1.92863,1.60778,3.3138,3.34571,3.02666,7.99542,1.36295,1.42435,5.0351,2.29028,0.1,3.26604,1.98895,4.21774,0.1,5.01469,3.64306,2.35858,0.1,1.26276,7.11122,1.683
