,OPC_9,OPC_8,OPC_7,OPC_6,OPC_5,OPC_4,OPC_3,OPC_2,OPC_11,OPC_10,OPC_1,OLqNSCI_6,OLqNSCI_5,OLqNSCI_4,OLqNSCI_3,OLqNSCI_2,OLqNSCI_1,OLqNSCII_9,OLqNSCII_8,OLqNSCII_7,OLqNSCII_6,OLqNSCII_5,OLqNSCII_4,OLqNSCII_3,OLqNSCII_2,OLqNSCII_12,OLqNSCII_11,OLqNSCII_10,OLqNSCII_1,OLpNSC_4,OLpNSC_3,OLpNSC_2,OLpNSC_1,OLaNSC_9,OLaNSC_8,OLaNSC_7,OLaNSC_6,OLaNSC_5,OLaNSC_4,OLaNSC_3,OLaNSC_2,OLaNSC_13,OLaNSC_12,OLaNSC_11,OLaNSC_10,OLaNSC_1,OLTAP_9,OLTAP_8,OLTAP_7,OLTAP_6,OLTAP_5,OLTAP_4,OLTAP_3,OLTAP_2,OLTAP_11,OLTAP_10,OLTAP_1,NB_99,NB_98,NB_97,NB_96,NB_95,NB_94,NB_93,NB_92,NB_91,NB_90,NB_9,NB_89,NB_88,NB_87,NB_86,NB_85,NB_84,NB_83,NB_82,NB_81,NB_80,NB_8,NB_79,NB_78,NB_77,NB_76,NB_75,NB_74,NB_73,NB_72,NB_71,NB_70,NB_7,NB_69,NB_68,NB_67,NB_66,NB_65,NB_64,NB_63,NB_62,NB_61,NB_60,NB_6,NB_59,NB_58,NB_57,NB_56,NB_55,NB_54,NB_53,NB_52,NB_51,NB_50,NB_5,NB_49,NB_48,NB_47,NB_46,NB_45,NB_44,NB_43,NB_42,NB_41,NB_40,NB_4,NB_39,NB_38,NB_37,NB_36,NB_35,NB_34,NB_33,NB_32,NB_31,NB_30,NB_3,NB_29,NB_28,NB_27,NB_26,NB_25,NB_24,NB_23,NB_22,NB_21,NB_20,NB_2,NB_19,NB_18,NB_17,NB_16,NB_15,NB_14,NB_13,NB_12,NB_11,NB_102,NB_101,NB_100,NB_10,NB_1,MOL_9,MOL_8,MOL_75,MOL_74,MOL_73,MOL_72,MOL_71,MOL_70,MOL_7,MOL_69,MOL_68,MOL_67,MOL_66,MOL_65,MOL_64,MOL_63,MOL_62,MOL_61,MOL_60,MOL_6,MOL_59,MOL_58,MOL_57,MOL_56,MOL_55,MOL_54,MOL_53,MOL_52,MOL_51,MOL_50,MOL_5,MOL_49,MOL_48,MOL_47,MOL_46,MOL_45,MOL_44,MOL_43,MOL_42,MOL_41,MOL_40,MOL_4,MOL_39,MOL_38,MOL_37,MOL_36,MOL_35,MOL_34,MOL_33,MOL_32,MOL_31,MOL_30,MOL_3,MOL_29,MOL_28,MOL_27,MOL_26,MOL_25,MOL_24,MOL_23,MOL_22,MOL_21,MOL_20,MOL_2,MOL_19,MOL_18,MOL_17,MOL_16,MOL_15,MOL_14,MOL_13,MOL_12,MOL_11,MOL_10,MOL_1
Hopx,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.726731,9.84354,6.07654,1.6172,3.00499,0.1,16.1485,1.27639,0.1,3.71757,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.703926,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.957776,0.1,3.36157,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.24828,0.1,0.1,1.32188,0.1,0.1,0.1,0.791008,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.60665,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.4866,0.1,0.1,1.58047,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.07521,0.1,0.1,0.1,0.1,0.1,0.1
Kcnj16,0.1,0.1,0.1,1.76426,0.931872,0.923434,1.73279,0.1,0.1,0.1,0.1,3.99879,0.1,0.1,0.1,0.1,0.1,3.86078,0.1,1.89275,0.1,0.1,2.03285,0.1,0.1,2.4574,6.80799,0.1,0.673261,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.675506,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Kcnt1,0.1,0.1,0.1,0.1,0.1,0.1,0.914795,0.1,0.1,0.1,0.1,2.04172,3.86557,4.43196,1.24506,1.22094,2.11414,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.07325,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.91606,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.0411,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Lhfpl3,15.7068,7.87461,10.8747,15.5702,6.84797,11.0645,8.39512,7.19748,10.3013,7.5274,8.41243,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.38207,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.41321,0.1,0.1,0.1,0.1,0.1,0.1,0.502078,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.849151,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.90886,0.1,1.86806,0.1,0.1,0.1,0.1,0.1
Lrig1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,8.96025,0.1,0.1,2.39463,1.22094,4.14421,0.1,1.35592,1.89275,0.1,0.1,0.1,0.1,0.1,0.1,1.76712,1.30112,0.1,0.1,0.1,0.1,0.1,0.1,2.19032,0.893321,1.83993,1.64452,0.1,0.1,1.26071,0.1,0.1,0.1,0.1,1.08449,0.523204,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.34258,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.662155,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.40861,0.1,0.1,0.1,0.1,0.1,0.1,1.0411,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Luzp2,2.86197,3.52108,2.22086,1.76426,3.4472,4.24978,2.55402,6.17143,6.87394,1.14853,3.75774,3.01832,1.97909,11.0606,3.54872,10.35,3.12717,5.75229,13.1258,21.5687,13.6821,0.1,7.92405,1.6146,6.99412,9.6426,13.6233,4.93297,1.82656,2.74894,0.1,3.96137,1.56126,0.1,0.1,1.68976,1.83993,0.1,1.49095,2.55783,0.1,0.1,0.1,0.1,0.1,1.08449,0.1,0.1,0.709964,0.1,0.1,0.595739,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.1722,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.7459,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.07153,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.962133,0.1,0.1,0.1,0.953783,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.84629,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.66614,0.957776,0.1,0.502078,1.22527,0.1,1.23907,0.1,1.24296,0.1,0.1,0.1,0.1,0.1,1.32188,0.1,2.0212,0.1,0.1,0.801482,0.1,0.675506,3.89793,0.1,1.06548,0.1,0.1,1.92248,0.600246,0.1,0.1,0.1,0.1,1.75786,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.20858,0.1,0.1,1.31669,1.60778,0.1,0.1,0.1,0.1,0.1,0.1,1.73858,0.1,0.1,1.67992,0.1,0.1,0.1,1.07521,0.1,0.1,1.3631,0.1,0.788683,0.1
Mag,1.75064,0.1,2.22086,0.930496,0.1,0.1,0.1,0.1,1.78351,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.545547,0.1,0.1,0.1,0.1,0.1,1.27639,1.76712,0.1,0.1,1.42188,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.56183,0.1,2.42597,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,29.6472,30.9724,17.837,13.4693,23.5517,16.1572,11.3427,27.6572,19.7931,19.8451,17.5539,16.2692,20.1483,31.2689,15.6753,14.1199,27.9602,23.8392,18.9257,29.9529,20.8931,18.1453,10.3391,20.4142,27.6902,17.4798,17.7433,19.8248,17.7784,16.8911,13.8961,26.5189,8.58259,15.6464,17.041,18.8903,13.4875,20.2883,19.4359,7.85414,13.5482,12.1189,12.5326,9.28935,24.8085,21.398,15.2318,29.577,27.8047,15.1721,14.8614,14.3585,27.5147,20.8143,23.3608,21.4549,21.3336,30.4539,33.0867,14.2721,23.3508,16.7817,26.3891,24.2211,27.8376,21.2966,14.8051,14.7731,19.3151,19.94,14.069,12.9591,19.2734,15.1606,35.3275
Mal,0.648053,0.950232,0.1,0.1,0.1,0.1,0.1,0.1,0.1,4.31898,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.27639,1.76712,1.30112,0.673261,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,7.13337,0.518582,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,41.7459,33.046,51.678,33.1291,20.3647,47.7556,42.0473,28.5546,26.4492,30.8831,27.0128,37.2104,33.3691,37.6654,34.5447,39.0946,37.6337,42.1699,25.1843,34.0624,37.5875,33.9531,46.149,19.6947,58.2795,32.5654,31.3824,27.9015,40.1215,41.687,40.6464,12.9559,53.9162,25.6325,27.0153,22.4083,73.2798,35.9083,44.7065,52.6352,34.5567,31.0958,61.2301,42.6246,21.7059,44.9911,29.3199,54.3195,40.0412,13.6376,50.8574,34.7338,37.7324,29.3556,38.0227,24.8413,40.5792,38.4445,43.2585,26.349,60.7365,32.3856,39.8944,60.2484,48.632,49.6946,24.7146,35.7407,42.4332,33.0348,52.2495,26.352,43.7757,31.632,59.2171
Map1b,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.10196,1.78351,2.20118,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.9903,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.440744,0.1,1.54766,0.591279,0.1,0.872473,1.32233,4.81044,1.05755,3.10396,4.08247,0.750309,3.8518,1.53862,0.1,5.9996,9.86541,7.14527,15.4535,8.07407,19.0684,8.31952,14.4987,5.31016,7.60605,11.923,13.766,7.58521,14.6739,9.34986,5.06827,3.40255,6.91789,11.6065,12.7438,5.72485,5.21618,16.6411,4.38793,3.91458,19.6975,7.3923,10.7847,19.8339,1.60776,11.7446,15.6958,11.655,9.64524,0.1,21.4587,7.62949,16.8406,17.7125,10.0585,14.7515,15.5112,3.32214,4.5358,6.79606,14.489,33.4926,13.9562,1.67555,9.30067,6.38139,17.6756,4.85589,18.292,22.8033,14.3164,5.7695,4.48106,12.5227,4.70304,10.7779,2.14463,8.2305,6.90474,17.6999,0.1,5.1719,8.39469,26.2441,6.81212,9.55888,8.56633,9.21596,15.0999,16.5291,12.0172,3.7063,7.75331,6.88141,18.2597,4.15599,8.84133,10.4417,7.42687,15.2359,5.71307,13.0972,13.5608,13.2715,18.3146,8.00271,16.7453,4.05595,8.57358,14.3679,7.98568,10.7969,6.5366,7.21705,19.1185,11.8808,30.7384,1.6862,0.1,0.1,0.1,3.03659,0.1,0.1,0.881533,5.29775,1.10212,2.53642,0.1,2.53642,1.23907,0.1,0.1,0.1,0.662155,0.1,0.1,0.671103,0.1,0.1,0.1,1.82453,0.1,2.21274,0.1,0.1,0.1,2.56374,2.03475,2.89393,0.1,0.1,2.11284,5.79212,0.1,0.1,0.1,0.1,0.1,0.1,4.63953,0.1,0.1,0.1,0.1,3.03016,1.58047,0.1,0.1,2.10767,0.707151,0.1,0.1,2.25955,0.1,1.2146,0.1,0.1,5.0351,0.1,3.59544,0.1,0.1,0.1,0.1,0.1,1.86806,0.1,0.1,0.1,2.87105,4.08102
Marcks,15.7068,16.8525,13.0821,18.2619,12.9335,16.3245,11.808,10.3006,5.17042,12.9617,13.1623,3.01832,3.86557,0.1,0.1,0.1,0.1,0.1,0.726731,0.992845,0.1,0.1,1.06453,1.6146,2.05032,1.27639,0.1,1.30112,0.673261,2.74894,5.79324,0.1,3.03407,6.637,10.8972,2.48934,8.03943,5.55967,6.73614,4.21262,9.51539,6.1147,3.9236,6.5631,9.71935,15.7453,7.9833,22.9613,11.4622,21.912,7.47167,14.2171,8.21277,18.1173,10.7185,15.7996,13.9725,10.0119,17.3985,12.503,23.317,8.07407,11.9088,16.9167,15.7304,15.9833,14.3752,16.3121,10.7722,11.8624,11.1535,10.6925,13.9556,6.73121,12.4707,16.8558,17.9458,12.8828,4.18484,7.69507,13.1185,9.07166,21.1404,18.1736,13.2119,14.3654,4.64112,10.0612,9.38271,13.8115,9.64524,14.5856,10.6512,12.7502,7.71817,19.1061,16.6256,9.34894,15.5112,16.4695,12.4706,5.82804,12.0423,10.0402,7.73661,21.0794,1.92567,10.2106,8.09814,9.66852,2.83779,18.9429,1.65471,5.7695,13.4012,20.0546,16.1355,10.7779,12.6155,12.8764,16.2363,5.30672,2.64348,17.4962,6.72261,12.2331,11.9165,9.55888,12.876,15.4797,9.41901,14.8248,16.1202,8.5818,13.5734,13.7993,9.64856,16.619,13.3183,7.29568,8.90975,15.2359,9.98165,25.0543,7.7461,3.53537,14.0262,17.0008,25.6647,20.7095,14.3959,21.2125,9.31834,11.8904,7.35574,9.62741,13.333,11.8808,5.38643,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.50572,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.600246,0.1,1.40861,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3.06676,1.20858,0.1,1.10187,0.1,0.1,1.70375,1.17766,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Mbp,0.1,0.950232,2.22086,2.6013,0.1,0.1,0.914795,1.10196,0.1,1.14853,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.58533,0.1,0.1,0.1,0.1,1.27639,0.1,1.30112,0.1,4.08125,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.26071,0.1,0.1,0.1,1.54766,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.535523,0.1,0.562512,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.0627,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.46621,1.95086,0.1,0.1,1.55462,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.937007,0.1,0.1,0.1,0.1,0.1,0.1,1.94916,0.890479,0.1,1.29738,0.1,0.1,0.1,0.1,0.1,1.11582,0.1,0.962133,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.893488,1.27451,0.1,0.81444,0.1,57.8516,61.8448,70.7673,73.0101,51.8267,32.0724,54.9295,48.3975,23.5718,52.036,57.7906,38.491,48.5929,54.9859,63.7781,33.9259,45.5213,64.0602,29.7427,43.8637,43.6055,47.3711,28.7405,39.5204,54.9163,43.6837,39.0466,53.6876,44.7169,44.5637,54.9272,46.6215,49.3138,45.308,33.212,53.1779,27.2568,43.257,25.594,46.6905,64.294,43.0829,28.6499,50.2438,51.1856,42.0008,37.6606,32.3929,63.9608,30.8698,30.4347,60.0697,44.7781,54.7389,51.5411,35.1719,59.932,33.6296,18.4793,49.0028,43.7759,43.121,34.9075,37.0598,24.4737,49.6946,30.3867,53.6331,73.082,31.1407,47.3986,47.5448,38.4467,38.336,42.9807
Mgll,1.75064,7.87461,0.1,3.44167,1.76701,0.923434,0.914795,3.11772,1.78351,2.20118,0.1,3.01832,1.97909,0.1,0.1,0.1,0.1,5.75229,9.10564,6.97354,1.58533,3.14036,5.94463,1.6146,4.01607,7.2284,0.1,8.6083,4.75017,0.1,1.9903,2.66918,0.1,0.1,0.1,0.893321,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.26774,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.893488,0.1,0.1,0.1,0.84629,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.45384,0.1,0.1,0.905735,3.4891,0.1,0.1,0.1,0.1,0.1,0.1,2.24828,1.34116,0.1,0.1,1.10575,0.737887,0.1,0.791008,0.801482,0.1,0.1,0.1,0.1,1.06548,1.95896,0.1,0.1,2.11284,0.1,1.40861,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.31669,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3.38359,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Miat,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.24878,0.1,1.9903,2.66918,0.1,5.3086,2.71809,1.68976,0.968257,2.42135,1.95826,5.88066,33.1532,6.55755,3.9236,0.1,12.0122,0.1,3.53294,0.872473,0.709964,1.26366,6.96614,1.09343,1.41172,2.39875,9.21308,3.71793,0.49343,1.0736,0.1,3.60877,1.99274,3.27078,2.02918,0.1,1.27384,0.1,0.1,0.922803,0.1,0.918582,0.1,0.1,0.1,0.1,1.45286,1.35835,0.1,0.1,2.13438,2.24862,0.1,0.1,2.83306,0.1,0.1,3.62411,3.12145,3.39422,1.63191,1.12973,1.99405,0.1,0.1,1.34258,6.43586,1.42269,0.1,2.71649,0.1,0.1,6.78018,1.99429,3.63301,3.37405,0.1,1.67555,5.5986,0.1,1.41992,3.26436,1.46621,0.1,0.1,7.67429,0.1,0.1,0.1,4.79864,5.24197,0.1,0.1,1.82876,0.1,1.7773,3.39827,1.42688,8.50679,1.97691,1.49718,0.1,0.1,0.1,2.04688,1.29738,0.1,0.1,2.45887,2.79867,5.53072,6.25543,1.55386,0.1,1.495,1.52138,2.00027,0.1,0.1,0.693492,0.1,2.4642,1.95698,0.1,1.40136,1.15072,4.90819,0.1,0.1,2.25176,3.861,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
