,OPC_9,OPC_8,OPC_7,OPC_6,OPC_5,OPC_4,OPC_3,OPC_2,OPC_11,OPC_10,OPC_1,OLqNSCI_6,OLqNSCI_5,OLqNSCI_4,OLqNSCI_3,OLqNSCI_2,OLqNSCI_1,OLqNSCII_9,OLqNSCII_8,OLqNSCII_7,OLqNSCII_6,OLqNSCII_5,OLqNSCII_4,OLqNSCII_3,OLqNSCII_2,OLqNSCII_12,OLqNSCII_11,OLqNSCII_10,OLqNSCII_1,OLpNSC_4,OLpNSC_3,OLpNSC_2,OLpNSC_1,OLaNSC_9,OLaNSC_8,OLaNSC_7,OLaNSC_6,OLaNSC_5,OLaNSC_4,OLaNSC_3,OLaNSC_2,OLaNSC_13,OLaNSC_12,OLaNSC_11,OLaNSC_10,OLaNSC_1,OLTAP_9,OLTAP_8,OLTAP_7,OLTAP_6,OLTAP_5,OLTAP_4,OLTAP_3,OLTAP_2,OLTAP_11,OLTAP_10,OLTAP_1,NB_99,NB_98,NB_97,NB_96,NB_95,NB_94,NB_93,NB_92,NB_91,NB_90,NB_9,NB_89,NB_88,NB_87,NB_86,NB_85,NB_84,NB_83,NB_82,NB_81,NB_80,NB_8,NB_79,NB_78,NB_77,NB_76,NB_75,NB_74,NB_73,NB_72,NB_71,NB_70,NB_7,NB_69,NB_68,NB_67,NB_66,NB_65,NB_64,NB_63,NB_62,NB_61,NB_60,NB_6,NB_59,NB_58,NB_57,NB_56,NB_55,NB_54,NB_53,NB_52,NB_51,NB_50,NB_5,NB_49,NB_48,NB_47,NB_46,NB_45,NB_44,NB_43,NB_42,NB_41,NB_40,NB_4,NB_39,NB_38,NB_37,NB_36,NB_35,NB_34,NB_33,NB_32,NB_31,NB_30,NB_3,NB_29,NB_28,NB_27,NB_26,NB_25,NB_24,NB_23,NB_22,NB_21,NB_20,NB_2,NB_19,NB_18,NB_17,NB_16,NB_15,NB_14,NB_13,NB_12,NB_11,NB_102,NB_101,NB_100,NB_10,NB_1,MOL_9,MOL_8,MOL_75,MOL_74,MOL_73,MOL_72,MOL_71,MOL_70,MOL_7,MOL_69,MOL_68,MOL_67,MOL_66,MOL_65,MOL_64,MOL_63,MOL_62,MOL_61,MOL_60,MOL_6,MOL_59,MOL_58,MOL_57,MOL_56,MOL_55,MOL_54,MOL_53,MOL_52,MOL_51,MOL_50,MOL_5,MOL_49,MOL_48,MOL_47,MOL_46,MOL_45,MOL_44,MOL_43,MOL_42,MOL_41,MOL_40,MOL_4,MOL_39,MOL_38,MOL_37,MOL_36,MOL_35,MOL_34,MOL_33,MOL_32,MOL_31,MOL_30,MOL_3,MOL_29,MOL_28,MOL_27,MOL_26,MOL_25,MOL_24,MOL_23,MOL_22,MOL_21,MOL_20,MOL_2,MOL_19,MOL_18,MOL_17,MOL_16,MOL_15,MOL_14,MOL_13,MOL_12,MOL_11,MOL_10,MOL_1
Mog,0.1,0.1,0.1,0.930496,0.1,0.1,0.1,0.1,1.78351,1.14853,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.27639,1.76712,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.42597,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,9.7117,15.9866,8.1716,10.7525,9.01572,19.4883,7.55026,15.4989,5.29775,9.26345,13.8178,3.4891,3.76183,17.6726,11.4291,9.37144,14.7492,11.7837,13.5285,6.35494,8.30631,10.8049,14.5518,15.4428,14.5014,12.9719,7.24152,9.7827,16.4886,10.329,3.80289,8.92843,8.58259,9.57078,14.1303,6.76109,13.4875,10.7152,10.3863,7.85414,16.9781,6.04958,10.9568,13.2524,4.84275,12.1286,7.14436,14.5075,13.0546,10.5871,20.7503,12.5513,12.3893,13.3776,6.16684,16.4271,15.5851,13.4546,13.7721,11.6486,13.5827,13.3918,14.6538,7.13258,12.9159,17.3728,15.8878,9.21593,3.03717,14.4421,12.4656,15.5936,1.26276,7.11122,9.78975
Mycn,0.1,0.1,0.1,0.1,1.76701,1.7501,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.673261,0.1,0.1,0.1,0.1,3.33594,1.66465,0.893321,8.03943,3.20125,2.89849,1.73533,7.13337,0.938809,1.81721,2.49968,7.45458,0.1,1.80285,0.872473,0.709964,0.680691,1.05755,3.10396,0.535523,1.73544,0.562512,0.1,2.48401,0.1,1.30386,1.85094,1.99274,1.68228,1.0627,0.1,0.1,0.1,1.02533,4.2466,0.1,0.1,0.930117,0.1,0.1,0.1,1.45286,0.1,2.58877,2.90135,2.13438,1.1722,1.5237,2.63805,0.1,0.1,2.44154,3.62411,0.1,0.1,0.1,2.16351,0.1,0.1,1.84124,2.59004,1.35721,2.75058,3.14355,2.71649,1.99985,1.70791,0.1,0.1,2.4507,1.18707,0.1,1.67555,0.1,3.85395,2.74502,1.67908,1.46621,0.1,6.35568,0.1,3.01496,0.1,1.93034,0.1,0.1,0.989152,2.35036,0.1,0.1,2.62092,0.1,2.75897,3.44284,1.97691,0.1,0.1,3.80558,2.48078,1.07153,0.1,0.1,0.1,1.27712,1.44669,1.17761,2.13563,0.1,0.1,1.495,1.52138,0.1,1.81092,0.1,1.88749,1.5529,0.884973,1.95698,0.1,0.1,3.26457,1.69009,0.1,1.96811,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.502078,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.48007,0.1
Nptx2,0.1,0.1,0.1,0.930496,0.1,0.1,0.914795,0.1,0.1,1.14853,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.9903,0.1,0.829196,0.742103,2.71809,12.3387,1.83993,7.94668,2.89849,0.1,0.1,0.518582,2.5137,0.1,0.1,0.1,4.40848,0.872473,1.32233,0.1,1.05755,1.09343,0.1,0.424517,0.1,0.1,0.49343,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.95429,0.1,0.1,0.918582,0.1,0.1,1.33475,1.74804,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.34258,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.27305,0.1,1.61532,1.67555,0.1,0.1,0.1,1.67908,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3.173,0.1,2.35036,0.1,0.1,0.1,1.7459,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.17761,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.693492,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.81444,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Nrep,1.75064,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.00905,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,5.79324,0.1,0.829196,0.742103,1.14105,0.1,0.1,0.1,0.56183,0.1,0.1,0.1,0.1,0.1,0.1,1.57964,0.1,0.1,1.9371,3.02645,0.1,1.09343,4.53389,1.07739,0.562512,0.8179,0.1,3.03231,7.39484,3.60877,3.89291,9.68794,7.90919,6.0418,8.415,10.6037,1.95429,3.41071,4.89298,5.89852,3.44014,9.34986,3.81885,1.74804,4.17457,12.9108,7.62565,15.7867,9.38306,9.90434,2.953,7.77466,2.83306,4.24224,9.57841,7.17609,3.12145,8.38451,9.38271,17.0799,5.80452,0.1,10.6512,1.34258,3.8865,4.08371,3.14355,5.35367,5.822,8.20323,1.20242,12.6871,7.20815,14.575,25.087,11.2606,3.75852,3.85395,6.75187,0.1,5.59723,1.95086,7.93512,1.98242,0.1,11.4644,6.56998,4.79864,5.24197,1.8818,3.4822,14.1234,3.92274,1.7773,10.0734,10.8634,11.9165,29.0554,5.72185,4.11131,5.66932,8.97024,7.98087,0.1,2.00206,2.79653,2.45887,4.15599,4.43597,11.4989,10.3986,6.20702,11.4159,5.8192,9.67659,7.0257,8.38897,8.62802,8.23576,4.05595,8.57358,7.69019,4.01946,16.3096,9.83319,6.01909,7.61672,2.25176,11.6132,0.1,0.1,0.1,1.41321,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Nrp1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.06896,3.86556,3.34256,5.87067,2.34628,0.1,1.9767,2.62178,2.34538,1.58533,0.1,0.1,0.1,4.01606,0.1,0.1,0.1,1.24878,0.1,0.1,0.1,0.1,0.1,1.14105,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.591279,0.1,0.872473,0.1,0.1,0.1,0.595739,0.1,0.1,0.562512,0.1,2.48401,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.46385,2.16297,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.65471,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3.7063,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.06548,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Olig1,16.9351,13.2167,11.9761,12.0336,12.9335,15.4386,23.3028,17.6908,18.9912,20.7597,16.0596,2.04172,0.1,0.1,1.24506,0.1,1.1051,0.1,0.726731,1.44191,1.58533,0.1,1.06453,0.1,1.07325,1.27639,1.76712,0.1,0.673261,0.1,0.1,0.1,0.1,1.38673,1.66465,0.893321,2.71503,3.20125,2.42744,5.04497,2.42597,0.518582,3.2158,0.1,1.54766,5.10152,1.80285,0.1,0.1,0.1,0.1,0.1,0.535523,1.73544,0.1,0.1,1.68304,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.76815,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,8.09383,7.44029,1.43204,6.71807,7.00669,4.28801,7.55027,6.43963,6.17616,7.1986,5.87755,10.3896,3.76183,4.68326,5.18798,10.5513,5.53909,4.66008,6.09115,7.62087,4.14547,7.5793,2.11544,5.2744,8.93345,5.7053,7.97157,10.8803,4.17666,7.74117,6.29596,3.98479,13.4297,4.79781,9.35879,4.6743,5.79212,8.02963,5.94291,2.66433,6.77074,6.04958,4.7161,8.50649,3.88669,5.69972,8.58755,11.8405,2.0496,1.58047,4.56059,8.95839,8.22694,4.40082,3.12147,3.3138,5.53097,1.56046,6.85402,10.3448,13.5827,3.38359,7.84232,4.7698,1.67992,5.78919,4.21774,3.72482,9.01746,5.42507,3.1174,5.18233,4.77859,7.82795,4.88673
Olig2,5.67951,5.25204,19.8146,14.6805,9.43472,6.77951,20.5932,24.1996,13.7563,23.03,19.9797,1.06896,1.97909,1.17661,1.24506,1.22094,1.1051,1.9767,3.89772,1.89275,3.0765,1.6172,2.03285,1.6146,1.07325,3.64307,1.76712,0.1,1.24878,1.42188,1.9903,2.66918,0.829196,1.38673,4.31409,0.893321,0.968257,6.35213,1.02547,23.3388,8.32199,2.63643,1.81721,0.896754,9.71935,5.10152,1.37462,0.872473,0.709964,2.43653,2.99548,2.59833,0.535523,2.39875,1.493,1.53862,1.68304,0.1,0.1,0.1,1.99274,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.34194,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.703926,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.3464,0.1,0.1,1.46621,0.1,0.1,0.1,1.55462,0.1,0.1,0.1,0.1,0.1,1.22298,0.1,0.1,0.1,0.1,0.1,1.76815,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.825025,0.884973,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.6862,1.00489,2.76932,1.41321,2.05388,5.3454,2.56384,0.1,0.1,5.15027,2.12631,1.22527,4.99209,4.68326,2.12316,2.39041,1.90591,0.662154,2.24828,3.83814,1.82006,1.32188,3.12913,2.0212,1.82453,2.18119,1.50572,4.3607,3.00032,2.62697,1.32945,2.03475,1.95896,3.6164,5.61089,1.10246,3.88728,6.6949,1.55212,3.95408,1.75786,0.1,1.63266,2.35631,1.98589,3.43299,1.4866,5.26619,1.07289,9.07101,5.68681,1.85775,0.1,2.54299,3.12147,4.9302,2.25955,1.56046,10.2921,5.18175,2.7539,5.0351,4.49787,4.7698,4.85842,9.61958,6.30119,12.9132,2.05426,0.1,5.41204,1.3631,1.26276,0.788683,2.47917
Pdgfra,36.7835,1.80381,26.719,25.6112,34.2519,6.77951,31.6496,24.1996,15.4942,24.1725,25.9868,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.23907,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.737887,0.1,0.1,0.1,0.1,0.675506,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.15077,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Plp1,6.8226,9.64075,17.5517,12.0336,0.931872,8.48306,4.20624,0.1,22.517,12.9617,3.75774,3.01832,1.97909,0.1,1.24506,1.22094,0.1,3.86078,0.1,0.1,0.1,0.1,1.06453,0.1,1.07325,25.8261,18.8073,2.50697,0.1,0.1,0.1,0.1,0.829196,0.1,0.1,0.893321,0.1,0.870747,1.95826,0.1,14.3376,1.36069,0.782826,0.1,0.1,0.1,0.1,0.872473,0.1,0.1,1.05755,0.1,0.535523,0.424517,1.493,0.1,0.888405,0.1,0.1,0.1,0.1,0.1,0.1,1.56786,0.1,0.1,0.1,0.922803,0.1,0.1,0.1,0.1,0.1,1.74804,0.1,0.1,0.1,0.1,0.1,0.1,1.5237,1.36654,0.1,0.1,0.1,0.1,0.1,0.1,1.63191,2.16351,1.99405,0.1,0.1,0.1,0.1,0.1,1.31023,0.1,0.1,0.1,0.1,0.1,0.1,2.2784,0.1,0.1,0.1,0.1,0.1,1.67908,0.1,0.1,0.1,1.98242,5.95297,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.64348,0.1,1.7459,0.1,0.1,0.1,0.1,1.09692,0.1,0.890479,0.1,0.1,0.1,1.44562,1.27712,0.1,0.1,0.1,1.55386,0.962133,0.1,0.1,0.1,0.953783,1.46791,0.1,0.1,0.1,0.1,1.17151,0.1,0.1,0.1,0.1,0.1,0.1,0.846289,342.434,359.891,160.059,277.472,210.529,210.609,254.231,286.504,241.731,259.361,278.702,291.222,180.997,225.501,185.016,193.531,228.646,281.854,275.493,434.798,263.845,242.538,214.834,256.775,318.716,315.065,272.496,308.109,243.212,220.916,251.477,266.333,291.082,138.446,147.076,371.539,277.929,253.433,237.515,276.274,346.502,241.481,253.594,297.968,233.448,238.31,177.223,280.195,212.338,175.527,189.866,300.992,228.231,300.156,211.196,192.687,225.271,187.328,230.482,204.205,339.108,324.346,243.711,261.559,264.433,233.007,181.338,220.216,255.095,209.604,274.914,209.01,259.261,228.262,346.55
Ptgds,0.648053,3.52108,1.15835,0.930496,0.1,0.1,0.914795,0.1,5.17043,2.20118,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.4574,1.76712,0.1,0.1,0.1,3.88803,1.38207,1.56126,0.1,0.1,0.893321,0.968257,0.1,1.49095,0.91606,7.13337,0.518582,1.81721,0.1,0.1,0.1,0.1,0.1,0.1,0.680691,0.1,0.595739,0.1,0.424517,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.937007,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,24.5707,0.1,87.536,28.8183,5.01373,33.2465,62.3213,23.2295,23.5718,18.7671,0.502078,18.6552,73.694,25.0099,35.6988,104.584,67.9341,29.2344,0.1,15.3244,31.8079,6.94213,70.041,0.1,126.36,0.791007,48.882,106.124,102.021,5.17392,36.4857,0.1,30.6933,15.6464,62.156,1.60665,51.8151,55.3615,47.9898,79.1804,51.0263,22.0912,9.38726,38.0122,11.6438,67.9195,82.0904,91.0735,100.402,35.709,77.1922,3.62242,94.5627,0.707151,51.5411,21.4549,45.6084,53.2735,60.6042,60.9554,31.9539,1.73858,36.1459,86.9538,122.585,66.7053,33.8499,59.7546,11.0432,42.6262,23.1357,60.9624,53.3379,2.87105,120.476
Ran,1.19826,2.66075,1.15835,2.60131,5.99266,0.923433,1.73279,1.10196,1.78351,2.20118,0.1,1.06896,0.1,0.1,1.24506,0.1,0.1,1.9767,0.726731,0.545547,0.1,4.66953,0.1,0.1,0.1,0.1,1.76712,0.1,0.673261,1.42188,3.88803,1.38207,0.1,4.64841,4.85038,2.48934,0.968257,2.42135,1.49095,4.21262,3.59584,7.00224,6.44726,0.896754,5.96004,2.57585,5.73523,13.6618,10.8088,13.4317,12.1183,12.0237,9.15181,6.84469,9.21308,8.15581,5.75328,3.03231,2.51244,1.85094,5.80058,0.1,4.95161,3.79146,3.63538,1.39487,6.65466,3.41071,5.86302,5.06025,9.41504,5.35419,2.57436,8.40546,5.54351,3.88993,7.62565,0.1,7.29125,1.1722,1.5237,5.19616,0.1,3.20055,3.61924,1.8586,4.64112,5.05107,0.1,2.16351,5.80452,9.09945,1.84124,7.62949,3.8865,8.11494,2.53002,5.35367,0.1,4.94274,7.90911,7.76798,1.27305,2.2784,3.13659,11.2606,3.75852,3.85395,5.41096,6.45373,0.1,0.1,4.7825,3.87223,3.01496,6.23682,2.85092,0.1,2.14463,10.0775,9.20933,1.82876,0.1,2.62092,3.39827,4.09632,3.44284,0.1,2.89986,8.18681,5.66932,7.32822,6.98197,1.29738,3.91159,8.25389,3.64528,1.44669,3.34556,0.1,0.1,2.69659,4.30149,5.8192,0.1,1.81092,1.46791,6.14211,5.2358,7.27788,3.82865,3.32721,1.40136,5.39519,0.1,0.1,5.72642,0.81444,0.1,0.1,1.00489,0.1,2.73158,2.05388,1.14083,0.1,1.66614,0.1,1.10212,0.905735,0.1,1.31582,0.1,0.1,1.24296,0.1,1.22652,1.16991,0.1,2.39795,1.32188,0.1,3.96532,1.82453,2.18119,0.801482,2.22196,1.25327,0.1,1.32945,0.1,0.1,0.1,0.1,1.60665,1.98993,1.40861,7.41813,0.1,0.1,0.1,0.1,0.1,2.93441,0.1,0.791938,1.38394,2.0496,1.58047,2.32152,0.1,0.1,2.54299,0.1,1.70375,0.1,0.1,0.1,0.1,0.1,0.1,3.39189,1.26057,1.67992,0.1,0.1,1.90886,1.07521,1.86806,1.60276,1.3631,0.1,0.1,4.08102
S100a6,0.1,0.1,0.1,0.930496,0.1,0.1,0.1,2.10785,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.726731,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.673261,4.08125,1.9903,6.56114,1.56126,0.1,0.1,3.29209,0.968257,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.591279,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.0627,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.6862,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.0212,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.03475,0.1,0.1,0.1,0.1,0.1,0.1,1.55212,0.1,0.1,0.1,0.1,0.849151,1.0411,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.19299,0.1,0.1,0.1,0.1,0.1,1.07521,0.1,0.1,0.1,0.1,0.1,0.1
Sfrp1,0.1,0.1,0.1,0.1,0.931872,0.923433,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.6146,0.1,0.1,0.1,0.1,1.24878,4.08125,7.706,7.86881,6.76785,0.1,1.66465,5.71958,0.968257,0.1,1.02547,2.55783,0.1,0.518582,0.440744,0.1,0.1,0.1,0.1,0.872473,0.1,0.1,0.1,0.1,0.535523,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.56786,0.1,0.1,0.1,0.1,1.05106,0.1,0.1,0.1,0.1,1.74804,0.1,0.1,0.1,1.49793,0.1,0.1,1.5237,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.42269,0.1,0.1,0.1,0.1,0.1,1.04529,1.27305,0.1,0.1,0.1,0.1,1.3464,0.1,1.67908,0.1,1.95086,6.35568,0.1,0.1,0.1,0.1,0.1,0.1,1.8818,0.1,0.1,1.36925,0.1,0.1,0.1,1.76815,0.1,0.1,0.1,0.1,0.1,0.1,1.29738,2.00206,0.1,0.1,0.1,1.17761,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.893488,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.14083,0.1,0.1,0.957776,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.675506,0.1,0.1,0.1,1.95896,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.63116,0.1,0.1,0.1
